Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2004,Brisbane,Medically treated,0 to 16,Male,Driver,4
2004,Northern,Minor injury,40 to 49,Male,Bicyclist,5
2004,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,32
2004,Central,Minor injury,25 to 29,Female,Bicyclist,2
2004,Brisbane,Hospitalised,60 to 74,Male,Passenger,6
2004,South Eastern,Hospitalised,50 to 59,Male,Bicyclist,4
2004,Southern,Medically treated,17 to 24,Male,Passenger,38
2008,South Eastern,Minor injury,25 to 29,Male,Driver,40
2004,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,11
2004,Brisbane,Medically treated,17 to 24,Female,Pedestrian,20
2004,South Eastern,Medically treated,0 to 16,Male,Driver,3
2004,Unknown,Hospitalised,0 to 16,Female,Passenger,1
2004,South Eastern,Hospitalised,25 to 29,Male,Bicyclist,5
2004,Central,Medically treated,40 to 49,Female,Pedestrian,2
2004,Southern,Minor injury,50 to 59,Female,Passenger,8
2003,Central,Medically treated,17 to 24,Female,Motorcyclist,2
2004,Southern,Medically treated,50 to 59,Female,Driver,40
2004,Brisbane,Medically treated,60 to 74,Male,Passenger,7
2004,Northern,Hospitalised,Unknown,Male,Passenger,1
2004,Brisbane,Fatality,25 to 29,Male,Motorcyclist,2
2004,South Eastern,Medically treated,30 to 39,Male,Motorcyclist,18
2004,South Eastern,Hospitalised,60 to 74,Female,Passenger,13
2004,South Eastern,Hospitalised,17 to 24,Female,Passenger,40
2004,Central,Medically treated,50 to 59,Male,Bicyclist,4
2011,South Eastern,Hospitalised,25 to 29,Male,Driver,37
2004,South Eastern,Fatality,50 to 59,Female,Other,1
2004,Central,Minor injury,25 to 29,Female,Passenger,7
2004,Southern,Medically treated,50 to 59,Male,Motorcyclist,5
2004,Southern,Medically treated,0 to 16,Female,Driver,2
2004,Central,Fatality,0 to 16,Female,Motorcyclist,1
2004,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,8
2004,Southern,Hospitalised,60 to 74,Male,Passenger,9
2004,Brisbane,Minor injury,75 and over,Male,Driver,10
2004,Central,Fatality,40 to 49,Male,Motorcyclist,2
2004,Central,Hospitalised,50 to 59,Female,Motorcyclist,6
2007,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,52
2004,Unknown,Medically treated,30 to 39,Female,Pedestrian,1
2004,Brisbane,Minor injury,60 to 74,Male,Passenger,6
2004,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,6
2004,Brisbane,Hospitalised,75 and over,Male,Pedestrian,6
2004,Northern,Medically treated,50 to 59,Male,Pedestrian,1
2004,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,5
2004,Central,Minor injury,25 to 29,Male,Motorcyclist,6
2004,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,1
2005,Northern,Fatality,30 to 39,Male,Motorcyclist,2
2004,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,3
2004,Northern,Hospitalised,30 to 39,Male,Bicyclist,8
2005,Central,Fatality,40 to 49,Male,Bicyclist,1
2005,Northern,Hospitalised,60 to 74,Male,Driver,27
2004,South Eastern,Hospitalised,Unknown,Male,Passenger,3
2004,Brisbane,Medically treated,17 to 24,Male,Pedestrian,14
2004,Southern,Minor injury,25 to 29,Male,Motorcyclist,2
2004,Central,Minor injury,30 to 39,Male,Pedestrian,4
2006,South Eastern,Hospitalised,75 and over,Female,Driver,12
2006,South Eastern,Medically treated,17 to 24,Male,Passenger,46
2005,Central,Hospitalised,17 to 24,Female,Driver,101
2005,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,21
2004,Brisbane,Minor injury,75 and over,Male,Passenger,5
2005,South Eastern,Minor injury,40 to 49,Female,Driver,51
2005,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,65
2005,Central,Minor injury,17 to 24,Female,Driver,78
2005,Central,Fatality,30 to 39,Male,Driver,11
2005,South Eastern,Minor injury,50 to 59,Male,Passenger,1
2005,South Eastern,Minor injury,17 to 24,Male,Passenger,26
2005,Southern,Medically treated,40 to 49,Female,Driver,54
2004,Northern,Minor injury,75 and over,Male,Driver,6
2004,Central,Medically treated,0 to 16,Female,Bicyclist,4
2005,Central,Fatality,0 to 16,Male,Passenger,2
2005,Central,Medically treated,25 to 29,Female,Driver,51
2005,Northern,Hospitalised,60 to 74,Female,Passenger,10
2005,Southern,Fatality,25 to 29,Male,Driver,4
2005,Central,Medically treated,50 to 59,Male,Driver,48
2005,Brisbane,Hospitalised,30 to 39,Female,Driver,78
2005,Central,Medically treated,25 to 29,Male,Bicyclist,5
2005,Northern,Hospitalised,17 to 24,Male,Driver,62
2005,South Eastern,Medically treated,40 to 49,Female,Driver,91
2005,Northern,Hospitalised,25 to 29,Male,Passenger,8
2005,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,10
2005,South Eastern,Medically treated,30 to 39,Female,Motorcyclist,1
2005,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,60
2005,Southern,Hospitalised,30 to 39,Female,Passenger,29
2005,Northern,Minor injury,17 to 24,Male,Driver,40
2004,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,11
2005,Brisbane,Minor injury,40 to 49,Female,Passenger,27
2005,South Eastern,Medically treated,50 to 59,Female,Driver,56
2005,Northern,Hospitalised,30 to 39,Female,Driver,40
2005,Brisbane,Minor injury,17 to 24,Male,Driver,138
2005,South Eastern,Medically treated,0 to 16,Male,Passenger,41
2004,Unknown,Minor injury,17 to 24,Female,Driver,2
2005,Southern,Hospitalised,30 to 39,Male,Driver,57
2005,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,43
2004,Unknown,Hospitalised,25 to 29,Female,Driver,1
2005,Brisbane,Minor injury,40 to 49,Female,Pedestrian,3
2005,Southern,Medically treated,60 to 74,Male,Motorcyclist,4
2005,Southern,Hospitalised,25 to 29,Male,Driver,38
2005,Northern,Medically treated,17 to 24,Female,Bicyclist,7
2005,Brisbane,Medically treated,40 to 49,Male,Bicyclist,17
2005,Central,Hospitalised,0 to 16,Female,Pedestrian,11
2005,Central,Hospitalised,30 to 39,Female,Driver,57
2005,Central,Medically treated,17 to 24,Male,Motorcyclist,21
2005,Southern,Minor injury,30 to 39,Male,Driver,48
2005,Northern,Minor injury,50 to 59,Female,Driver,20
2005,Central,Minor injury,40 to 49,Male,Passenger,9
2005,Northern,Medically treated,25 to 29,Male,Driver,27
2005,South Eastern,Hospitalised,0 to 16,Male,Pedestrian,11
2005,Northern,Medically treated,75 and over,Female,Driver,4
2005,Southern,Minor injury,60 to 74,Female,Passenger,12
2005,Brisbane,Hospitalised,50 to 59,Female,Driver,66
2005,Brisbane,Hospitalised,17 to 24,Male,Passenger,45
2005,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,15
2005,Northern,Hospitalised,30 to 39,Female,Bicyclist,6
2005,Brisbane,Medically treated,0 to 16,Male,Bicyclist,14
2005,Brisbane,Medically treated,30 to 39,Male,Passenger,28
2005,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,22
2005,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,13
2005,Northern,Hospitalised,75 and over,Female,Passenger,5
2005,Central,Minor injury,0 to 16,Female,Passenger,33
2005,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,34
2005,Central,Hospitalised,25 to 29,Male,Passenger,12
2005,South Eastern,Fatality,17 to 24,Male,Driver,2
2005,Southern,Hospitalised,0 to 16,Male,Passenger,35
2005,Southern,Medically treated,0 to 16,Female,Driver,2
2005,Brisbane,Minor injury,0 to 16,Female,Driver,1
2005,Brisbane,Medically treated,60 to 74,Male,Driver,37
2009,Central,Medically treated,30 to 39,Male,Motorcyclist,21
2005,South Eastern,Medically treated,30 to 39,Female,Bicyclist,2
2005,Central,Hospitalised,17 to 24,Female,Motorcyclist,7
2005,Northern,Medically treated,0 to 16,Male,Passenger,29
2005,South Eastern,Minor injury,0 to 16,Female,Pedestrian,1
2005,Southern,Medically treated,0 to 16,Male,Pedestrian,7
2005,Central,Minor injury,75 and over,Female,Passenger,6
2005,Central,Hospitalised,40 to 49,Female,Passenger,17
2005,Northern,Medically treated,60 to 74,Female,Pedestrian,2
2005,South Eastern,Hospitalised,60 to 74,Female,Driver,19
2005,Brisbane,Medically treated,50 to 59,Female,Pedestrian,7
2005,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,8
2005,Southern,Minor injury,25 to 29,Female,Motorcyclist,1
2005,Brisbane,Fatality,60 to 74,Female,Pedestrian,1
2005,Brisbane,Medically treated,17 to 24,Male,Bicyclist,10
2005,South Eastern,Fatality,30 to 39,Male,Driver,3
2005,Southern,Fatality,0 to 16,Male,Passenger,5
2005,Southern,Hospitalised,50 to 59,Female,Passenger,16
2005,Northern,Minor injury,25 to 29,Male,Passenger,5
2005,Southern,Medically treated,75 and over,Male,Pedestrian,2
2005,South Eastern,Hospitalised,50 to 59,Male,Pedestrian,2
2005,South Eastern,Fatality,25 to 29,Male,Pedestrian,1
2005,Southern,Hospitalised,25 to 29,Male,Motorcyclist,12
2005,Central,Minor injury,25 to 29,Male,Passenger,5
2005,South Eastern,Minor injury,Unknown,Male,Passenger,3
2005,Unknown,Hospitalised,17 to 24,Female,Passenger,1
2005,Brisbane,Hospitalised,25 to 29,Male,Passenger,9
2005,Northern,Medically treated,60 to 74,Male,Passenger,3
2007,Central,Medically treated,30 to 39,Female,Driver,78
2005,Brisbane,Fatality,75 and over,Female,Pedestrian,1
2005,Brisbane,Medically treated,30 to 39,Male,Pedestrian,6
2005,Central,Hospitalised,75 and over,Female,Pedestrian,2
2005,South Eastern,Minor injury,40 to 49,Male,Motorcyclist,5
2005,Southern,Fatality,40 to 49,Male,Motorcyclist,1
2005,Northern,Minor injury,60 to 74,Male,Pedestrian,1
2005,Southern,Medically treated,50 to 59,Male,Pedestrian,2
2005,Southern,Minor injury,25 to 29,Male,Motorcyclist,4
2005,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,2
2006,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,16
2005,South Eastern,Minor injury,30 to 39,Male,Pedestrian,5
2011,Brisbane,Minor injury,25 to 29,Male,Driver,43
2005,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,7
2007,Central,Hospitalised,60 to 74,Female,Driver,38
2007,Central,Medically treated,0 to 16,Female,Passenger,73
2007,South Eastern,Medically treated,17 to 24,Female,Passenger,48
2007,Southern,Minor injury,40 to 49,Male,Passenger,8
2007,Southern,Hospitalised,0 to 16,Female,Bicyclist,3
2007,Southern,Medically treated,17 to 24,Female,Driver,106
2007,Unknown,Minor injury,25 to 29,Female,Driver,1
2008,Central,Hospitalised,40 to 49,Female,Driver,77
2008,Southern,Minor injury,17 to 24,Female,Driver,88
2008,Brisbane,Minor injury,30 to 39,Female,Driver,139
2008,Northern,Hospitalised,25 to 29,Female,Driver,28
2007,Central,Medically treated,40 to 49,Female,Driver,77
2008,Brisbane,Minor injury,17 to 24,Male,Driver,159
2008,Southern,Minor injury,40 to 49,Male,Passenger,11
2008,Southern,Hospitalised,17 to 24,Male,Driver,96
2008,Brisbane,Hospitalised,17 to 24,Female,Driver,115
2008,Brisbane,Medically treated,25 to 29,Male,Pedestrian,3
2008,Central,Medically treated,40 to 49,Male,Passenger,11
2008,Central,Hospitalised,75 and over,Male,Passenger,7
2008,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,13
2008,South Eastern,Medically treated,17 to 24,Female,Driver,145
2008,Central,Medically treated,30 to 39,Male,Bicyclist,3
2008,Brisbane,Medically treated,17 to 24,Female,Passenger,71
2007,Central,Minor injury,17 to 24,Male,Passenger,49
2008,Southern,Hospitalised,75 and over,Male,Passenger,8
2008,Brisbane,Medically treated,17 to 24,Male,Passenger,53
2008,Central,Hospitalised,40 to 49,Male,Motorcyclist,42
2008,Southern,Medically treated,17 to 24,Female,Passenger,35
2008,Brisbane,Hospitalised,50 to 59,Male,Driver,67
2008,Northern,Medically treated,17 to 24,Male,Passenger,32
2008,Central,Hospitalised,17 to 24,Female,Driver,109
2007,South Eastern,Minor injury,Unknown,Male,Passenger,3
2007,Central,Hospitalised,50 to 59,Male,Motorcyclist,23
2008,Central,Medically treated,0 to 16,Male,Bicyclist,20
2007,South Eastern,Medically treated,50 to 59,Female,Driver,79
2008,Central,Hospitalised,75 and over,Male,Driver,27
2008,Southern,Hospitalised,17 to 24,Male,Motorcyclist,23
2008,Southern,Medically treated,40 to 49,Male,Driver,55
2008,South Eastern,Hospitalised,17 to 24,Male,Pedestrian,19
2007,South Eastern,Hospitalised,17 to 24,Female,Driver,80
2008,Central,Minor injury,25 to 29,Female,Driver,27
2006,Northern,Minor injury,0 to 16,Female,Passenger,17
2007,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,28
2008,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,38
2008,South Eastern,Medically treated,40 to 49,Female,Passenger,18
2008,Brisbane,Hospitalised,25 to 29,Female,Driver,51
2009,Northern,Hospitalised,75 and over,Female,Driver,8
2006,South Eastern,Medically treated,40 to 49,Male,Motorcyclist,13
2008,Southern,Medically treated,30 to 39,Male,Driver,67
2008,Central,Medically treated,40 to 49,Female,Passenger,22
2007,South Eastern,Minor injury,0 to 16,Male,Passenger,19
2007,Central,Hospitalised,17 to 24,Male,Motorcyclist,38
2008,Central,Hospitalised,25 to 29,Male,Driver,48
2007,Southern,Medically treated,75 and over,Female,Driver,6
2007,Southern,Minor injury,40 to 49,Male,Motorcyclist,8
2008,Central,Hospitalised,0 to 16,Male,Passenger,40
2007,Central,Medically treated,75 and over,Female,Driver,24
2007,Brisbane,Minor injury,40 to 49,Male,Bicyclist,9
2007,Northern,Medically treated,50 to 59,Female,Passenger,15
2008,Southern,Minor injury,0 to 16,Female,Passenger,32
2007,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,18
2007,Central,Medically treated,30 to 39,Male,Driver,81
2008,Southern,Minor injury,40 to 49,Male,Driver,42
2007,South Eastern,Hospitalised,50 to 59,Male,Pedestrian,3
2007,Southern,Hospitalised,17 to 24,Male,Driver,102
2007,Brisbane,Minor injury,40 to 49,Male,Passenger,9
2008,Northern,Medically treated,40 to 49,Male,Driver,23
2008,Southern,Hospitalised,30 to 39,Female,Driver,61
2007,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,24
2007,South Eastern,Minor injury,25 to 29,Male,Driver,45
2007,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,4
2007,Brisbane,Medically treated,25 to 29,Female,Pedestrian,8
2007,South Eastern,Hospitalised,60 to 74,Male,Driver,27
2007,Brisbane,Minor injury,25 to 29,Female,Passenger,15
2007,South Eastern,Minor injury,60 to 74,Female,Driver,26
2008,Brisbane,Minor injury,0 to 16,Male,Passenger,27
2007,Northern,Minor injury,25 to 29,Male,Driver,35
2008,South Eastern,Medically treated,30 to 39,Female,Passenger,23
2007,Central,Hospitalised,0 to 16,Male,Passenger,28
2007,Southern,Medically treated,40 to 49,Male,Passenger,9
2008,Southern,Medically treated,17 to 24,Male,Motorcyclist,24
2008,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,5
2008,South Eastern,Medically treated,60 to 74,Female,Driver,31
2007,Central,Hospitalised,25 to 29,Female,Motorcyclist,3
2008,Central,Hospitalised,75 and over,Male,Pedestrian,5
2007,South Eastern,Minor injury,75 and over,Male,Bicyclist,1
2006,Central,Medically treated,30 to 39,Female,Driver,103
2007,Northern,Hospitalised,60 to 74,Male,Motorcyclist,6
2007,South Eastern,Medically treated,25 to 29,Male,Pedestrian,3
2008,Brisbane,Medically treated,0 to 16,Male,Bicyclist,16
2007,Northern,Medically treated,25 to 29,Male,Bicyclist,3
2005,Southern,Medically treated,50 to 59,Male,Passenger,8
2006,Brisbane,Hospitalised,17 to 24,Male,Driver,122
2006,Central,Medically treated,25 to 29,Male,Passenger,12
2006,Northern,Hospitalised,30 to 39,Female,Driver,41
2006,Northern,Minor injury,25 to 29,Male,Motorcyclist,8
2006,Brisbane,Medically treated,30 to 39,Female,Passenger,34
2006,Northern,Minor injury,50 to 59,Male,Driver,28
2006,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,23
2006,South Eastern,Hospitalised,40 to 49,Male,Driver,42
2006,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,4
2006,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
2005,Brisbane,Hospitalised,75 and over,Female,Driver,18
2006,Central,Medically treated,60 to 74,Female,Driver,42
2005,South Eastern,Medically treated,50 to 59,Male,Bicyclist,3
2006,Central,Minor injury,25 to 29,Male,Motorcyclist,6
2006,Central,Hospitalised,0 to 16,Female,Passenger,40
2006,Central,Hospitalised,60 to 74,Female,Passenger,19
2006,Southern,Minor injury,25 to 29,Male,Driver,22
2006,South Eastern,Fatality,60 to 74,Female,Passenger,1
2006,Northern,Hospitalised,0 to 16,Female,Driver,4
2006,Brisbane,Hospitalised,40 to 49,Male,Driver,78
2005,Brisbane,Minor injury,0 to 16,Male,Driver,1
2006,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,15
2006,Central,Fatality,40 to 49,Male,Driver,8
2005,Brisbane,Minor injury,Unknown,Male,Pedestrian,8
2007,South Eastern,Hospitalised,17 to 24,Female,Pedestrian,9
2006,Central,Medically treated,50 to 59,Male,Motorcyclist,9
2006,Southern,Medically treated,60 to 74,Female,Passenger,13
2006,South Eastern,Medically treated,0 to 16,Male,Passenger,34
2007,Northern,Minor injury,17 to 24,Male,Motorcyclist,12
2007,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,9
2006,Southern,Medically treated,25 to 29,Male,Driver,30
2007,South Eastern,Minor injury,75 and over,Male,Driver,7
2006,Brisbane,Medically treated,17 to 24,Female,Pedestrian,14
2007,South Eastern,Fatality,17 to 24,Male,Motorcyclist,8
2006,Southern,Hospitalised,75 and over,Female,Driver,6
2006,Brisbane,Minor injury,30 to 39,Male,Passenger,16
2006,Central,Medically treated,40 to 49,Male,Bicyclist,8
2006,Southern,Minor injury,30 to 39,Female,Passenger,6
2006,Central,Medically treated,30 to 39,Male,Bicyclist,11
2010,Brisbane,Medically treated,25 to 29,Female,Driver,129
2006,South Eastern,Medically treated,40 to 49,Male,Driver,54
2007,Central,Fatality,40 to 49,Male,Motorcyclist,3
2007,Northern,Hospitalised,25 to 29,Female,Motorcyclist,5
2007,Central,Fatality,0 to 16,Female,Passenger,3
2006,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,27
2006,Brisbane,Hospitalised,60 to 74,Female,Driver,36
2006,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,47
2006,Northern,Hospitalised,17 to 24,Female,Motorcyclist,8
2006,Southern,Hospitalised,17 to 24,Female,Passenger,27
2006,Southern,Hospitalised,25 to 29,Male,Pedestrian,2
2006,Central,Medically treated,17 to 24,Male,Bicyclist,10
2006,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,15
2006,South Eastern,Medically treated,0 to 16,Female,Driver,1
2006,Southern,Minor injury,50 to 59,Female,Driver,36
2007,South Eastern,Hospitalised,60 to 74,Male,Pedestrian,6
2006,Southern,Minor injury,50 to 59,Male,Driver,37
2006,Northern,Hospitalised,60 to 74,Female,Driver,22
2006,Unknown,Hospitalised,0 to 16,Male,Driver,1
2006,South Eastern,Medically treated,25 to 29,Female,Pedestrian,5
2006,South Eastern,Hospitalised,30 to 39,Male,Pedestrian,5
2006,South Eastern,Fatality,25 to 29,Male,Motorcyclist,3
2006,Northern,Medically treated,25 to 29,Male,Passenger,12
2006,Southern,Medically treated,0 to 16,Female,Pedestrian,7
2007,South Eastern,Fatality,40 to 49,Male,Motorcyclist,1
2006,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
2006,Southern,Medically treated,75 and over,Female,Passenger,6
2007,South Eastern,Fatality,75 and over,Male,Pedestrian,1
2006,Brisbane,Medically treated,60 to 74,Male,Passenger,10
2006,Southern,Fatality,60 to 74,Female,Pedestrian,1
2006,Southern,Minor injury,60 to 74,Male,Passenger,3
2007,Brisbane,Medically treated,75 and over,Male,Passenger,9
2007,Northern,Hospitalised,75 and over,Female,Pedestrian,1
2007,Southern,Hospitalised,40 to 49,Male,Bicyclist,5
2008,Northern,Fatality,40 to 49,Male,Passenger,2
2007,South Eastern,Minor injury,60 to 74,Male,Driver,23
2007,Central,Minor injury,75 and over,Female,Driver,12
2007,Southern,Hospitalised,60 to 74,Female,Driver,36
2008,Southern,Medically treated,30 to 39,Male,Passenger,9
2008,Central,Hospitalised,30 to 39,Female,Passenger,13
2007,Central,Medically treated,40 to 49,Male,Bicyclist,7
2007,Southern,Medically treated,0 to 16,Male,Bicyclist,4
2007,Southern,Hospitalised,17 to 24,Male,Pedestrian,4
2008,Southern,Hospitalised,50 to 59,Male,Driver,50
2007,Northern,Medically treated,Unknown,Male,Passenger,5
2006,Northern,Minor injury,30 to 39,Female,Pedestrian,2
2007,South Eastern,Medically treated,40 to 49,Male,Bicyclist,4
2008,Southern,Medically treated,0 to 16,Male,Pedestrian,3
